KEY;target;NON_CURRENT_ASSETS;tangible_fixed_assets;CURRENT_ASSETS;cash_other_liquid_assets;STOCKS;debtors_other_short_term;TOTAL_ASSETS;net_worth;NON_CURRENT_LIABILITIES;CURRENT_LIABILITIES;SUPPLIERS;TOTAL_LIABILITIES;OTHER_OPERATION_EXPENSES;ORDINARY_EBITDA;Non_Ordinary_Result;NET_OPERATION_RESULT;FINANCIAL_INCOMES;FINANCIAL_EXPENSES;FINANCIAL_RESULTS;BENEFITS_BEFORE_TAXES;COMPANIES_TAX;BANK_INDEBTEDNESS;GROSS_FINANCIAL_DEBT;Net_result;CLIENT_COLLECTING;REVENUES_VARIATION;Exercise_result;Income;other_operation_incomes;personnel_expenses;depreciation_provision;ROLLING_FUND
3275;0;3090450779;1705616661;1115208459;350635055;407504994;3968882;4205659238;355484226;132143242;3718031770;46089974;3850175012;502533636;1185502520;-4106984;1185502520;2967177;10426972.19;1178042725;1173935741;4917525;0.03087552;109757602;1169018216;496110.25;153816297.8;1169018216;2070205893;1782258042;382169737;0;-2602823311
3276;0;50722485;49452816;7706075;1075821;2345;0;58428560;36421226;9887492;12119842;5149359;22007334;4786637;16561981.5;-0.00673;16189502.5;0.00364;1753229.4;14436273.1;14436273.1;-1269669;0.462861272;16857975;15705942.1;0;3590085.523;15705942.1;38644623.5;36030713;17296005;372479;-4413767
3277;0;498316;363696;52065035;45525;11078;120449;52563351;710435;0;51852916;92304;51852916;445865;672598;4079;672586.36;8184;9769.968;671000.392;675079.392;86316;0.134824439;95784;588763.392;29991.801;160081.1;588763.392;1600811;1600811;482348;11.64;212119
3278;0;489300123;450486041;513464108;25084078;0.00386;51668512;1002764231;919957292;572687;82234252;25411557;82806939;10956042;452803;-361736;-8775269;14111786;0;5336517;4974781;11378686;0;0;-6403905;8111956.384;773435.2368;-6403905;18956746;55964632;7547901;9228072;431229856
3279;0;150954;143607;2437755;-50548;67056;2619;2588709;559161.144;14513;2015034.856;30091;2029547.856;27721;55039.74;0;55038.803;0.01117;668.195;54370.61917;54370.61917;1795;0.093119212;12149;52575.61917;421.659;5426.693712;52575.61917;111202.74;897.88;28442;0.937;422720.144
3280;0;201208069;17604755;57710171;3271937;16450638;5043484;258918240;49107271;74963691;134847278;57878037;209810969;53948041;188781354.4;-1261387;182848551.9;0.00655;12977300.79;169871251.1;168609864.1;728804;144192231;144192231;167881060.1;741392.148;4544333.897;167881060.1;324595278.4;271796368;81865883;5932802.435;-77137107
3281;0;2109234;2109234;10942658837;5553328173;0;5389330664;10944768071;477910088;0.81505;10466857982;0;10466857983;132952559;-455857854;0;-456830587;0;0;-456830587;-456830587;-112574297;0;0;-344256290;1266492706;-503442.5748;-344256290;36481346;1021159746;359386641;972733;475800854.8
3282;0;45489156;23592472;6959306;1274597;813069;7540.74;52448462;21330139;18884619;12233704;1920292;31118323;24608.09;47779710.91;11787;47777120.99;128095;864625.84;47040590.15;47052377.15;791.81;0.623621628;13301936;47051585.34;1802.23686;2100298.591;47051585.34;56918661;56918661;9114342;2589.92;-5274398
3283;0;1929.47;1371.61;17202.34;40.72;9534.31;215.4;19131.81;7312.94;286.33;11532.54;7303.74;11818.87;1297.53;12682.23;-3.46;12504.13;9.85;369.2328;12144.7472;12141.2872;59.86;0.548808003;4013.4;12081.4272;25.4172;1405.179998;12081.4272;15174.73;15174.73;1194.97;178.1;5669.8
3284;0;0.31136;0.16136;22055222;1925014;0;0;22055222.31;14149923;5784214;2121085.311;1421127.159;7905299.311;6419315;15657376.61;0;15657376.61;0.0143;439600.264;15217776.36;15217776.36;1178837;0.408780599;5784214;14038939.36;0;366616.8569;14038939.36;27986019.61;2366723;5909328;0;19934136.69
3285;0;2951373;2839283;4872170;2808466;0;2063704;7823543;4145537;0;3678006;166366;3678006;117269;-90057;0;-229390;0;0;-229390;-229390;-326365;0;0;96975;251771.888;764.6572;96975;27212;26175;0;139333;1194164
3286;0;17943007;17943007;30124532;3913928;201;1304666;48067539;34569828;2050473;11447238;7830811;13497711;156826;69948845;-0.75592;67452413;0.00263;270458.508;67181954.49;67181953.74;926429;0.126186164;4362234;66255524.74;270065.862;9190585.31;66255524.74;98190014;98190014;28084343;2496432;18677294
3287;0;26158845;26158845;44955797;6504114;22752977;0.56532;71114642;50800405;13509297;6804940;5716149.6;20314237;6852627;37877997;0;35776974;132235;1642730.864;34266478.14;34266478.14;158412;0.274042067;13921448;34108066.14;0.09158184;-567690.3882;34108066.14;53555697;53555697;8825073;2101023;38150857
3288;0;17178414;17178414;25051804;15176989;0;1962007;42230218;24671262;4896652;12662304;10926586;17558956;1644794;20534700;0;20239082;0.00787;544837.774;19694244.23;19694244.23;905306;0.208338714;5139979;18788938.23;329617.176;734326.356;18788938.23;28797112;28797112;6617618;295618;12389500
3289;0;297687691;292243;14112619;6045549;0;0;311800310;310199823;7.22;1600479.78;878487;1600487;2521453;11196903.3;2046936;11145176.29;0.07129;0;11145176.36;13192112.36;-713032;0;0;13905144.36;0;1610010.537;13905144.36;19876673.3;7303777;6158317;51727.011;12512139.22
3290;0;86031464;8596294;42422022;6853681;0;1743704;128453486;11231579;4162414;113059493;10043458;117221907;33429261;37881048;834671;32404470;319176;509012.478;32214633.52;33049304.52;1628515;0.038734839;4350534;31420789.52;348740.8;7722051.635;31420789.52;85232358;60165088;13922049;5476578;-70637471
3291;0;953923;364307;9981036;177332;167508;3136112;10934959;1627.43;501223;10432108.57;1270.81;10933331.57;815447;31837719;32.58;31684124;134062;475915.048;31342270.95;31342303.53;18.73;4856276;4856276;31342284.8;323019.536;3011078.226;31342284.8;33125173;33125173;472007;153595;-451072.57
3292;0;54872689;49501289;26194799;7352974;137304;18704521;81067488;8520603;2400959;70145926;215282;72546885;4246277;5350309.02;0;2993213.02;0;3006569.834;-13356.814;-13356.814;0;38057846;38057846;-13356.814;3684790.637;-153545.3763;-13356.814;9596586.02;9335835;0;2357096;-43951127
3293;0;404047;404047;208626;30402;0;52.75;612673;559915;0;52758;0;52758;0;0;0;0;0;0;0;0;0;0;0;0;12.449;0;0;0;0;0;0;155868
3294;0;79504757;79504757;15076365;4512181;0;0;94581122;92676154;0;1904968;1904968;1904968;5966719;11510175;0;9683769;0.00021;0;9683769;9683769;0;0;0;9683769;0;136320.4752;9683769;17476984;17476984;90;1826406;13171397
3295;0;34347234;2699693;47780622;13490492;0;807752;82127856;76993802;0;5134054;4326302;5134054;3092419;14460988;0;13539602;0.62924;0;13539602.63;13539602.63;2158053;0;0;11381549.63;172858.928;1836480.539;11381549.63;33209413;33209413;15656006;921386;42646568
3296;0;6307998;4582703;227774536;137673969;0;0;234082534;213530107;0;20552427;20552427;20552427;76799412;159940814;273452;156556258;0.83351;0;156556258.9;156829710.9;18426105;0;0;138403605.9;0;27253406.96;138403605.9;286877968;198806737;50137742;3384556;207222109
3297;0;1376056455;925034272;1959715103;89601115;636623715;330303309;3335771558;1563163556;477635867;1294972135;659607935;1772608002;747835061;2569567171;-949454;2569567171;13128346;28800044.36;2553895473;2552946019;45626239;0.207013529;323596004;2507319780;41618216.93;-11905097.97;2507319780;4251820703;4251820703;934418471;0;664742968
3298;0;4100929;2830013;915593;454.44;12251;151317;5016522;983238.312;1174666;2858617.688;6473;4033283.688;358102;1633121;-0.476;1633121;0.02476;46007.746;1587113.279;1587112.803;40451;0.223828543;793237;1546661.803;15283.017;-22333.478;1546661.803;2627468;872444;636245;0;-1943024.688
3299;0;47180632;61545;95005289;81902056;0;0;142185921;141630375;5229;550317;0.32646;555546;891129;1167378.99;0;1146638.325;327041;0;1473679.325;1473679.325;0;0;0;1473679.325;0;171062.014;1473679.325;2058507.99;14.15;0;20740.665;94454972
3300;0;39.52;39.52;426.16;0;0;21.91;465.68;342.08;0;123.6;0.82;123.6;75;208.23;0;194.28;0;7.86786;186.41214;186.41214;10.48;0.294872544;100.87;175.93214;2.87021;19.43301;175.93214;377.34;377.34;94.11;13.95;302.56
3301;0;108260335;86623899;272253681;43090844;0;0;380514016;37551622;359494;342602900;4638302;342962394;1696409;-1622915;0;-3094936;1991064;0;-1103872;-1103872;-1854504.96;0;0;750632.96;0;367529.296;750632.96;5628320;2013079;5554826;1472021;-70349219
3302;0;6946081;6616734;26449481;2107574;611556;0;33395562;7921912;7925289;17548361;17548361;25473650;3619103;22083920.4;0.07153;22051936.4;0.00945;0;22051936.41;22051936.48;518945;0;0;21532991.48;0;1295589.997;21532991.48;40487187.4;23616137;14784164;31984;8901120
3303;0;8133275;153373;11006888;39801;2975082;4276042;19140163;6847919;3738.64;12288505.36;1531603;12292244;2040871;4998534;-2104951;4962491.345;25432;240971.736;4746951.609;2642000.609;594.26;0.517485969;3543702;2641406.349;812447.98;288963.1101;2641406.349;8574573;8574573;1535168;36042.655;-1281617.36
3304;0;0;0;3044177;0;18.5;0;3044177;600361;0;2443816;213937;2443816;250933;255951.66;0;255951.66;0;18266.76;237684.9;237684.9;0.2302;0.507104892;304446;237684.6698;0;10745.95479;237684.6698;506884.66;65;0;0;600361
3305;0;159.82;136.53;3943.94;48.94;1493.27;383.76;4103.76;884.58;363.05;2856.13;341.73;3219.18;1030.53;3252.51;0.3;3187.4;0.06;205.6842;2981.7758;2982.0758;11.32;2285.38;2285.38;2970.7558;47.97;-57.028089;2970.7558;4636.43;4636.43;353.39;65.11;1087.81
3306;0;485155046;432506541;117615187;1314147;22828223;10204544;602770233;313939759;181954936;106875538;96302176;288830474;49670716;196251255;0;180689839;172341;17685404.14;163176775.9;163176775.9;-16891899;0.580760317;182323754;180068674.9;2071522.432;4951515.796;180068674.9;255232773;255232773;9310802;15561416;10739649
3307;0;37261414;7788655;32781675;11962771;12918;13275215;70043089;52733328;241016777;32442318.27;1591062;17309761;2580503;6422634;281946;5760115;42829;0.16464;5802943.835;6084889.835;468436;3.72E-05;1.96;5616453.835;2163860.045;920392.788;5616453.835;12926865;12926865;3923728;662519;339356.7314
3308;0;3023992;3023992;139299126;22747939;69376443;47174744;142323118;48106565;0;94216553;5329833;94216553;28201766;-32501075;0.00651;-33035790;199281;0;-32836509;-32836508.99;-1068867;0;0;-31767641.99;10048220.47;129291.4746;-31767641.99;3503834;217916515;7803143;534715;45082573
3309;0;52473298;51170885;29196125;13701015;0.0771;4353857;81669423;76851735;0;4817688;463831;4817688;2107267;2634113.75;-0.37814;2634112.857;0;0;2634112.857;2634112.479;483573;0;0;2150539.479;692263.263;396855.5776;2150539.479;4741404.75;540112;24;0.89256;24378437
3310;0;19652769;1141485;3405420;1376338;1915215;113867;23058189;18881412;2457061;1719716;179.39;4176777;509481;462047.32;-344;461895.84;166703;189456.1;439142.74;438798.74;-1.08;0.200680013;3789122;438799.82;13322.439;27927.11275;438799.82;1070004.32;970523;98476;151.48;1685704
3311;0;596541468;560494959;153323621;23051599;36528538;0;749865089;625487102;102851422;21526565;3357142;124377987;952139;-331348;0.06216;-1299615;3649802;10031124.19;-7680937.194;-7680937.132;-194094;0.186480231;116640979;-7486843.132;0;181032.488;-7486843.132;8703485;35342402;8082694;968267;131797056
3312;0;477622565;18929402;127591033;26977034;14812103;4737217;605213598;163756791;41982591;399474216;13335836;441456807;28163367;56079294.88;14912904;56079294.88;22171802;4680702.992;73570393.89;88483297.89;-25796905;41791991;41791991;114280202.9;890596.796;9895259.971;114280202.9;124468678.9;95528488;40226017;0;-271883183
3313;0;53367402;53367402;47362877;6988255;0;40374622;100730279;27742009;613063;72375207;5094786;72988270;31772245;100995097.1;-59234;100727809.1;0.01115;19100.718;100708708.4;100649474.4;0;0.058847216;163254;100649474.4;6056193.3;7053624.705;100649474.4;171621039.1;82220458;38853697;267288;-25012330
3314;0;178219;148985;217083729;17476;369158;382972;217261948;689872;354279;216217797;921937;216572076;200666;2956760;0;2946901;0.373;23736.693;2923164.68;2923164.68;16661;0.513543092;354279;2906503.68;80807.092;144129.7704;2906503.68;4679538;4679538;1522112;9859;865932
3315;0;1566393;1000757;4886857;139616;4314567;242708;6453250;1632672.25;786945;4033632.75;1499486;4820577.75;1638844;5874973;8499;5874741.83;0.03993;326036.155;5548705.715;5557204.715;21.62;2835097;2835097;5557183.095;50725.972;815416.3425;5557183.095;8739725;8739725;1225908;231.17;853224.25
3316;0;5713347;1326498;104231927;6271617;0.68083;10519915;109945274;3285277;11022021;95637976;30568502;106659997;23455043;188065417;0;187425484;0.06874;3019987.08;184405497;184405497;631326;34318035;34318035;183774171;1840985.125;10727782.39;183774171;247183926;247183926;35663466;639933;8593951
3317;0;5613324;5113324;26212133;11244625;5066905;9900603;31825457;17418584;1710928;12695945;1498219;14406873;5407327;10306743.84;-0.00526;8491774.84;0.12754;144414.69;8347360.278;8347360.272;357012;0.078960379;1375378;7990348.272;1762307.334;181627.7303;7990348.272;17464204.84;11452457;1750134;1814969;13516188
3318;0;26138004;8640013;46786434;11681947;10137892;7651403;72924438;51198901;5885901;15839636;8182098;21725537;9505877;48991838;-34904;47560335;4481892;435.585;52041791.42;52006887.42;2360162;0.000119827;6135;49646725.42;1591491.824;-13937.5228;49646725.42;69687614;69687614;11189899;1431503;30946798
3319;0;241908102;173607797;434044568;137759304;0;25461379;675952670;187238889.6;840627888;289916959.4;16753244;488713780.4;76401444;162370342.9;-5992927;2676470.89;3416268;52387619.54;-46294880.65;-52287807.65;0;0.369796767;471960536.4;-52287807.65;5881578.549;38243995.03;-52287807.65;437574313.9;41394802;198802527;159693872;144127608.6
3320;0;1926242;1463592;20722956;7776181;376354;3402562;22649198;12647602;0;10001596;2220317;10001596;5763081;16823791.46;0.05;16273668.46;0.1215;306510.19;15967158.39;15967158.44;96873;0.346209266;4378717;15870285.44;530799.672;705787.0583;15870285.44;45830328.46;41757136;23243456;550123;10721360
3321;0;59160101;24448016;206047553;2992169;155662385;-1412408;265207654;22258681;173115428;69833545;68436874.1;242948973;15039411;57999077;0.05854;54380438;0.1027;6617076.015;47763362.09;47763362.15;0.76192;120310473;120310473;47763361.38;-183613.04;2043343.669;47763361.38;85854776;85854776;12816288;3618639;136214008
3322;0;903308609;138537;1067641945;5156548;900889561;68448621;1970950554;1327978054;478741229;164231271;38006226;642972500;42570047;-35841590;-355482003;-35841590;323343;12510285.79;-48028532.79;-403510535.8;-67828136;0.103522545;137475668;-335682399.8;11978508.68;452504.0386;-335682399.8;8348783;150277908;1620326;0;903410674
3323;0;27230987;27230987;65664751;16079955;2836412;17813546;92895738;23688413.19;0;69207324.81;16804608;69207324.81;5929913;-8430211;0;-10075474;192148;0;-9883326;-9883326;-5020415;0;0;-4862911;4275251.04;-10506.6224;-4862911;6566639;64892382;9066937;1645263;-3542573.81
3324;0;74901524;74901524;6037691;871553;148261;3140512;80939215;13999637;5913078;61026500;274825;66939578;164863;1865813;0;556338;0;3534520.902;-2978182.902;-2978182.902;-0.99554;39713718;39713718;-2978181.906;323472.736;196366.3692;-2978181.906;2030676;4334796;0;1309475;-54988809
3325;0;1685791;561207;968775;90746;202;396523;2654566;2097686;13234;543646;147123;556880;70898;464944;-30703;448395;18214;1217.528;465391.472;434688.472;4861;0.006308857;13234;429827.472;73356.755;18905.9475;429827.472;687489;687489;151647;16549;425129
3326;0;1398.02;1165.59;12421.72;7419.76;1058.34;465.06;13819.74;12580.87;352.07;886.8;356.52;1238.87;1121.2;5152.75;-4.66;5074.36;17.49;5.67414;5086.17586;5081.51586;55.36;0.005184061;65.22;5026.15586;52.08672;113.40219;5026.15586;6872.86;6872.86;598.91;78.39;11534.92
3327;0;258834271;20698264;516267923;4082726;0;155668;775102194;76469725;1026401;697606068;9222875;698632469;42634449;725512372;0;720650605;0.00049;0;720650605;720650605;-632166;0;0;721282771;19458.5;26591679.73;721282771;789070615;916187101;20923794;4861767;-181338145
3328;0;162853592;162853592;731535744;60911792;173038403;64421993;894389336;863469388;1755624;29164324;20998313.28;30919948;229716261;796272833;-1821394;758485267;2890424;0;761375691;759554297;12636618;0;0;746917679;9276766.992;61656955.72;746917679;1053965055;1053965055;27975961;37787566;702371420
3329;0;36733191;36522596;1557661;1557661;0;0;38290852;14666216;28078386;200810.4688;164664.5844;23624636;8343583;30753277.59;-0.17446;30189785.59;0;1079158.685;29110626.9;29110626.73;100349;23459971.42;23459971.42;29010277.73;0;1023142.717;29010277.73;51673874.59;24975147;12577014;563492;1356850.531
3330;0;12743085;648002;57594877;6140806;0;0;70337962;63097177;0;7240785;7240785;7240785;7846457;5458786.14;0;4908601.14;1004251;0;5912852.14;5912852.14;851656;0;0;5061196.14;0;-136062.2814;5061196.14;13606228.14;111;300985;550185;50354092
3331;0;307105284;0;98108044;49050722;0;0;405213328;404556562;0.95486;656765.0451;56128;656766;0.42428;0.360638;0;0.360638;1.38;0;1.740638;1.740638;314885;0;0;-314883.2594;0;0.06365685;-314883.2594;0.784918;0;0;0;97451278.95
3332;0;157271964;91005593;27565702;4759635;12586344;10219723;184837666;114993438;46684147;23160081;3731037;69844228;26513618;30234365.22;-401017;29883866.22;9738133;3746893.366;35875105.85;35474088.85;-347584;0.458923108;52773146;35821672.85;2524271.581;2292931.824;35821672.85;56755738.22;7.75;7755;350499;4405621
3333;0;82750558;34200772;177923467;11220665;0;5369485;260674025;25530464;0;235143561;0;235143561;5424382;7957489;-4923475;6149500;0.00676;0;6149500.007;1226025.007;2641038;0;0;-1415012.993;1041680.09;438567.6177;-1415012.993;16803357;16803357;3421486;1807989;-57220094
3334;0;27853717;14451538;10593908;3309824;293137;2370491;38447625;27509431;5530334;5407860;970878;10938194;3588122;22186171.82;-1195674;19816264.82;196999;595639.096;19417624.72;18221950.72;980.79;0.208194019;5727299;18220969.93;528619.493;614087.3251;18220969.93;38380457.82;26200015;12606164;2369907;5186048
3335;0;1704818633;951202504;2307736013;13151753;2223369508;71214752;4012554646;1433780932;521143615;2057630099;833941132;2578773714;908897335;6573960507;-4262653;6403752050;107624137;106434787.5;6404941399;6400678746;22636199;1744832582;1744832582;6378042547;13530802.88;38256304.29;6378042547;7970063393;7970063393;487205551;170208457;250105914
3336;0;63031499;3467881;12464145;11677244;0;96944;75495644;71791244;130177;3574223;2604783;3704400;1891013;5830201.6;-6628819;4859276.6;0.00479;0;4859276.605;-1769542.395;-1173423;0;0;-596119.3952;13184.384;1001118.492;-596119.3952;10385046.6;4681983;2663832;970925;8889922
3337;0;1204789;727093;2103872;-23111;935136;498955;3308661;1208736;918978;1180947;681988;2099925;209399;1161952;1293;1161952;1589;83774.952;1079766.048;1081059.048;26631;0.607964022;734868;1054428.048;74344.295;-3576.4931;1054428.048;1554997;1554997;183646;0;922925
3338;0;27894186;13117799;24373322;15350.62;427.09;5333.66;52267508;36590.12;6927.42;52223990.46;1461.53;52230917.88;5422.52;21368.73;-28.6;20256.02;222.77;532.932;19945.858;19917.258;3334.68;0.242748589;8882.2;16582.578;714.71044;509.412854;16582.578;37183.42;37183.42;10392.17;1112.71;-27850668.46
3339;0;1210644;975.65;3806849;759023;861631;639994;5017493;1124139;386906;3506448;1246218;3893354;662138;4003398.9;-2.18;4003219.38;0;206735.935;3796483.445;3796481.265;103527;2007145;2007145;3692954.265;158718.512;197753.7092;3692954.265;6842688.9;6379399;2177152;179.5196;300401
3340;0;68872547;45076038;6311527;1486634;547507;10.8;75184074;46139916;26128158;2916000;0;29044158;973513;1460269.5;-561817;830571.5;6388;3159949.854;-2322990.354;-2884807.354;-121089;0.606073015;27964158;-2763718.354;1.7712;110250.3473;-2763718.354;2433782.5;911512;0;629698;3395527
3341;0;0;0;125538;23573;30184;37574;125538;48517;0;77021;39448;77021;60423;318888.9;-0.679;318888.9;0;0;318888.9;318888.221;3429;0;0;315459.221;7139.06;21815.54397;315459.221;555102.9;548003;175791;0;48517
